,Degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Clustering Coefficient,Cluster
Trigueros,0.01053740779768177,0.06671822272215973,0.0016376710197689645,1.6026868491652995e-12,0.5555555555555556,0
Bonares,0.008429926238145416,0.06704344754503709,0.0006494159804870785,1.2629047563228835e-12,0.6428571428571429,0
Cerro de Andévalo (El),0.012644889357218123,0.06886792452830189,0.003808263731994573,4.3804952725336175e-12,0.5,2
Minas de Riotinto,0.012644889357218123,0.07103293413173653,0.005378047026158293,4.471528166227023e-12,0.4393939393939394,2
Lepe,0.005268703898840885,0.06262372970832783,7.660885647783433e-06,4.1420133692599306e-13,0.7,1
Manzanilla,0.0136986301369863,0.06946274337578685,0.003455850209705188,2.4269342192921856e-12,0.5641025641025641,0
Higuera la Real,0.014752370916754477,0.07183951551854656,0.0023489900906485447,1.8890108851286623e-11,0.6043956043956044,0
Encinasola,0.0136986301369863,0.07140170039876609,0.0049971437290696865,1.5309267064171115e-11,0.5384615384615384,0
Pilas,0.01053740779768177,0.06831269795565793,0.0010617057003805405,1.6022224702029323e-12,0.7555555555555555,1
Paymogo,0.006322444678609061,0.0645973725410115,6.85420043952793e-06,1.5511176995574061e-12,0.8666666666666667,1
Puebla de Guzmán,0.009483667017913592,0.06483126110124333,0.0008103583647442454,1.908764000637328e-12,0.5833333333333334,0
Rosal de la Frontera,0.008429926238145416,0.06717157417893545,0.0010578902958776118,4.520405688276449e-12,0.6785714285714286,1
Santa Bárbara de Casa,0.0073761854583772385,0.06604955456570157,0.00016940118957697186,2.2790686585027397e-12,0.7619047619047619,1
Real de la Jara (El),0.01053740779768177,0.0740538431525556,0.0034724583791036203,8.21865405643302e-12,0.5555555555555556,0
Valverde del Camino,0.012644889357218123,0.0679410080183276,0.001991320783316985,3.2682025451557557e-12,0.4696969696969697,2
Albanchez de Mágina,0.015806111696522653,0.08884935867428144,0.030003441516406895,1.2813856666075332e-10,0.4666666666666667,2
Castillo de Locubín,0.011591148577449946,0.08262232282779035,0.004703623070024038,1.5885357314067998e-11,0.5272727272727272,0
Arjonilla,0.01053740779768177,0.08675381661943504,0.005003064780361008,5.5283155051566653e-11,0.6,0
Arquillos,0.01053740779768177,0.09143462761345024,0.01901948159060439,6.301571262472998e-10,0.5555555555555556,0
Arroyo del Ojanco,0.009483667017913592,0.09431524547803617,0.023361899677205995,2.91193976465841e-09,0.4722222222222222,2
Ibros,0.0136986301369863,0.08961284230406043,0.05011563260657298,2.952198710142328e-10,0.48717948717948717,2
Baños de la Encina,0.008429926238145416,0.09054479534395574,0.021018308234361238,5.137547094616436e-10,0.5357142857142857,0
Bélmez de la Moraleda,0.014752370916754477,0.08592123132639204,0.00887020844389506,9.922236097013562e-11,0.4835164835164835,2
Pegalajar,0.0136986301369863,0.08478513356562137,0.004575463711459694,5.484583549299277e-11,0.5641025641025641,0
Santa Elena,0.008429926238145416,0.09126755145220235,0.005670143585971897,1.424978485523669e-09,0.5357142857142857,0
Castellar,0.01053740779768177,0.09316709208717848,0.02578131524553761,9.050762721191971e-10,0.5111111111111111,0
Cazorla,0.0136986301369863,0.08869158878504672,0.013595038270678301,2.0033176644915532e-10,0.46153846153846156,2
Santo Tomé,0.012644889357218123,0.09020055127839559,0.01914963908639848,3.4832721957703686e-10,0.5303030303030303,0
Villares (Los),0.014752370916754477,0.08499776085982982,0.010776901885693337,4.337023635228807e-11,0.5164835164835165,0
Villardompardo,0.011591148577449946,0.08589012580324011,0.01530796859002864,5.419054146154425e-11,0.5454545454545454,0
Quesada,0.012644889357218123,0.08805790108564536,0.006006358913687809,1.3720819686392935e-10,0.5454545454545454,0
Iznatoraf,0.011591148577449946,0.09322200392927309,0.033285074416167536,8.664201365320949e-10,0.4909090909090909,2
Jabalquinto,0.0136986301369863,0.0875461254612546,0.005016320664550937,1.9244018068546078e-10,0.5,2
Jamilena,0.014752370916754477,0.08504346267586702,0.010126005343452081,3.849417995332895e-11,0.46153846153846156,2
Lahiguera,0.012644889357218123,0.08874135028988217,0.05354053372086728,7.271054693045386e-11,0.5151515151515151,0
Orcera,0.011591148577449946,0.09406284071761324,0.05924895727522432,2.478642952948484e-09,0.36363636363636365,2
Pozo Alcón,0.011591148577449946,0.08468677494199536,0.0024546530479451194,8.320515625562327e-11,0.6,0
Torreperogil,0.011591148577449946,0.08815606130980028,0.0008955458678323673,2.7347038344633286e-10,0.6363636363636364,0
Santiago-Pontones,0.008429926238145416,0.0906832298136646,0.014300657085524042,4.930358895766865e-10,0.42857142857142855,2
Fuente de Piedra,0.015806111696522653,0.075275640517173,0.004172351755441702,3.2266589443773098e-12,0.5142857142857142,0
Villanueva del Trabuco,0.0136986301369863,0.07507317459061782,0.003589762626120878,2.7739726168717748e-12,0.5512820512820513,0
Sayalonga,0.01053740779768177,0.07407118326568841,0.0003197563663721321,2.6333418721364466e-12,0.6222222222222222,0
Alhaurín de la Torre,0.01053740779768177,0.07046855275859508,0.0006501951152735716,1.5012174993543594e-12,0.6888888888888889,1
Mijas,0.009483667017913592,0.07046332046332046,0.001524701467920707,1.2072974456296997e-12,0.7222222222222222,1
Almáchar,0.011591148577449946,0.07221672627653908,0.0028760516593315526,2.050781512585276e-12,0.6181818181818182,0
Cañete la Real,0.015806111696522653,0.07127835361273847,0.002162696746689368,2.858843226046353e-12,0.5047619047619047,2
Almogía,0.012644889357218123,0.07211794209286419,0.0037044511591042477,1.89029458879413e-12,0.5909090909090909,0
Álora,0.01685985247629083,0.07224971450323563,0.004773111608923537,2.5875995446107468e-12,0.48333333333333334,2
Yunquera,0.014752370916754477,0.07083146738319152,0.0038850314228740584,1.947293913208344e-12,0.5054945054945055,2
Antequera,0.014752370916754477,0.073990332137845,0.0029847699636646736,2.771952534973912e-12,0.5164835164835165,0
Benahavís,0.009483667017913592,0.06780024290919483,0.0020006419519525594,9.996122353114914e-13,0.6388888888888888,0
Benaoján,0.0136986301369863,0.06849512811259473,0.0016145704958632102,1.5260041536659655e-12,0.5,2
Martín de la Jara,0.015806111696522653,0.07560548119821542,0.00940682315578661,3.1860894765895313e-12,0.5523809523809524,0
Colmenar,0.015806111696522653,0.07508505419732574,0.006663477812534735,3.0419123268162685e-12,0.4857142857142857,2
Casares,0.009483667017913592,0.0664891753660758,0.0032100157935006455,6.468473960990339e-13,0.5,2
Guaro,0.01053740779768177,0.06821449108683152,0.00013384884980156548,1.3500872976383404e-12,0.6888888888888889,1
Frigiliana,0.01053740779768177,0.07462451836124873,0.0011920276338182648,3.0927835703429587e-12,0.6444444444444445,0
Ojén,0.01053740779768177,0.06817039005818548,0.0012238623846660406,1.1980271952339948e-12,0.6666666666666666,1
Gilena,0.01685985247629083,0.07590785474324108,0.007176053259889325,3.6078344815310317e-12,0.5333333333333333,0
Guadalcanal,0.008429926238145416,0.07672406823510389,0.004399792332078213,5.671696405011322e-12,0.5,2
Villanueva del Ariscal,0.0136986301369863,0.07238749046529366,0.002687325344068677,2.3285969457339887e-12,0.6923076923076923,1
Mairena del Alcor,0.0136986301369863,0.07268132036455541,0.0035948183967740425,2.3147193214848706e-12,0.5384615384615384,0
Rinconada (La),0.015806111696522653,0.0725812619502868,0.0068049762417319104,2.6641544385319937e-12,0.5714285714285714,0
Tocina,0.014752370916754477,0.0771921262404425,0.029018951326480972,3.043465998077412e-12,0.4725274725274725,2
Algámitas,0.01791359325605901,0.073106848470842,0.01280050965942388,3.149711572070228e-12,0.4852941176470588,2
Palomares del Río,0.014752370916754477,0.07216181278990191,0.005949608973674553,2.174745534312403e-12,0.6153846153846154,0
Paradas,0.012644889357218123,0.07419859265050821,0.005957021631771728,2.2327808169203904e-12,0.48484848484848486,2
Gerena,0.014752370916754477,0.07245934183400779,0.006710099736084504,2.979515685714823e-12,0.5824175824175825,0
Castilleja de la Cuesta,0.014752370916754477,0.07239301243420551,0.0033441861140993084,2.4533268477387655e-12,0.6483516483516484,1
Villaverde del Río,0.01053740779768177,0.07246487477092242,0.0001516333226449888,2.0174460306726384e-12,0.7333333333333333,1
Lora del Río,0.012644889357218123,0.07717957059206246,0.010775857598420827,2.8513985670539574e-12,0.4393939393939394,2
Luisiana (La),0.012644889357218123,0.07767864451174593,0.013967464695406495,3.0246339011766988e-12,0.5151515151515151,0
Ronquillo (El),0.0136986301369863,0.07400764251735163,0.011200322803844833,4.8651132824575784e-12,0.4358974358974359,2
Pedroso (El),0.009483667017913592,0.07682344369788716,0.007752696585121772,2.7455037742734536e-12,0.4722222222222222,2
Molares (Los),0.012644889357218123,0.07010933806146571,0.0033075687817912015,1.7992604366070284e-12,0.5,2
Écija,0.0136986301369863,0.07762146245705873,0.006703571457776686,3.3662760520830393e-12,0.5256410256410257,0
Marinaleda,0.014752370916754477,0.07770408581020224,0.016497327682564712,3.5042689633035783e-12,0.5714285714285714,0
Isla Mayor,0.012644889357218123,0.06835205992509363,0.003404722876071525,1.6993103483192923e-12,0.6060606060606061,0
Lantejuela (La),0.0136986301369863,0.07431480031323415,0.0017104991601152295,2.7432057274201123e-12,0.5641025641025641,0
Morón de la Frontera,0.015806111696522653,0.0723764490543014,0.004794244991091652,2.529197513670461e-12,0.4857142857142857,2
Navas de la Concepción (Las),0.01053740779768177,0.08027406530197936,0.029730588844430864,1.030067732059263e-11,0.37777777777777777,2
Osuna,0.014752370916754477,0.07302808772604848,0.001315970372161983,2.9933454622752074e-12,0.6043956043956044,0
Palacios y Villafranca (Los),0.0136986301369863,0.07010415897170717,0.0028814413735455185,1.856847049518212e-12,0.5,2
Puebla de Cazalla (La),0.01685985247629083,0.07316321023822372,0.007857663824613427,3.101137687115788e-12,0.48333333333333334,2
Aínsa-Sobrarbe,0.004214963119072708,0.07035362146934539,0.005152029513204071,2.9686234488364527e-05,0.16666666666666666,2
Albalate de Cinca,0.011591148577449946,0.07687322802754151,0.029218636447227626,0.000830802166988271,0.6545454545454545,1
Almudévar,0.005268703898840885,0.07845568783068783,0.001718636631303255,3.959374934041391e-06,0.6,0
Altorricón,0.014752370916754477,0.07404228758679879,0.002645456811897471,0.0017058531978581956,0.6593406593406593,1
Sotonera (La),0.005268703898840885,0.0775707045937551,0.006129469379027976,4.4237778858015424e-07,0.5,2
Fonz,0.008429926238145416,0.07192663331817493,2.2018218344506353e-05,0.0005100240583933777,0.7857142857142857,1
Benabarre,0.0073761854583772385,0.07216730038022813,0.01164296460241198,0.00037811400340645457,0.5238095238095238,0
Benasque,0.0031612223393045306,0.06607254751792802,0.002210748394256656,1.2577474589965778e-05,0.3333333333333333,2
Sabiñánigo,0.005268703898840885,0.07353169068650241,0.006892607231200815,1.5015071771368429e-06,0.3,2
Binaced,0.012644889357218123,0.07691684227589561,0.03790785112582915,0.0008527617490139623,0.6212121212121212,0
Torrente de Cinca,0.014752370916754477,0.07743778049775601,0.03560111133872293,0.0016433502876162765,0.5494505494505495,0
Lalueza,0.006322444678609061,0.0799157894736842,0.0667588034081723,8.074259437107862e-05,0.26666666666666666,2
Graus,0.006322444678609061,0.07191573204001213,0.000844256572486853,0.00028256652522352357,0.7333333333333333,1
Gurrea de Gállego,0.009483667017913592,0.08290381759412947,0.019641701513746602,6.609149345129477e-07,0.3333333333333333,2
Huesca,0.005268703898840885,0.07846866214651893,0.0061105707259180506,3.8412416738907174e-06,0.5,2
Jaca,0.0031612223393045306,0.07248701497097464,0.0005243038407857045,8.860913141029047e-08,0.6666666666666666,1
Sallent de Gállego,0.002107481559536354,0.06850501696383454,0.0,6.995911286724274e-08,1.0,1
Gimenells i el Pla de la Font,0.012644889357218123,0.0739730298542365,0.001169130864978392,0.001678011285800027,0.803030303030303,1
Híjar,0.009483667017913592,0.08345791926831413,0.010508474849838313,1.862353714970333e-05,0.5833333333333334,0
Cella,0.0031612223393045306,0.08759460956248846,0.041628683367546555,5.354369759524537e-09,0.3333333333333333,2
Alcañiz,0.008429926238145416,0.07998988536749832,0.0010165317802676814,5.0475213192425946e-05,0.6785714285714286,1
Andorra,0.006322444678609061,0.08106261211241138,0.0019670639493430944,1.168511596128565e-05,0.6666666666666666,1
Calaceite,0.01053740779768177,0.08098651647038743,0.007877037602067427,0.00037406643458870687,0.4888888888888889,2
Calamocha,0.0031612223393045306,0.08648500865761415,0.0006046404847420066,2.460953192833704e-08,0.6666666666666666,1
Calanda,0.009483667017913592,0.08226421636615812,0.017587691325583656,5.116106174955492e-05,0.5555555555555556,0
Utrillas,0.0031612223393045306,0.08381911323087794,0.0023369642317468795,5.162754691553564e-07,0.3333333333333333,2
Monreal del Campo,0.005268703898840885,0.08912471825694966,0.04385344681943239,2.4928836319247828e-08,0.2,2
Sarrión,0.004214963119072708,0.08263671194705677,0.001643009778108147,1.3244248379709386e-07,0.3333333333333333,2
Teruel,0.0031612223393045306,0.08415358694688303,0.0009785563874728923,1.1227852537047503e-08,0.6666666666666666,1
Valderrobres,0.01053740779768177,0.08107646304997865,0.010216212711696296,0.00011532055881298239,0.4666666666666667,2
Ainzón,0.011591148577449946,0.09060530838266183,0.02322725340454022,1.1794245897105119e-07,0.5636363636363636,0
Pinseque,0.011591148577449946,0.08841889499673902,0.016085070246336118,4.0006129203015556e-07,0.4909090909090909,2
Puebla de Alfindén (La),0.0073761854583772385,0.08320911880754055,0.00229379137639753,1.4247756271560496e-06,0.5714285714285714,0
Cariñena,0.0073761854583772385,0.08886599868901583,0.02876113762165795,2.0011412927778015e-07,0.5238095238095238,0
Alhama de Aragón,0.0031612223393045306,0.09366363995262535,0.08548403559949955,7.028156370783492e-09,0.3333333333333333,2
Ricla,0.01053740779768177,0.0908133971291866,0.04954244139563804,1.2730748014750024e-07,0.5333333333333333,0
Belchite,0.0073761854583772385,0.08564209006407364,0.021430179901844967,2.7763941152571822e-06,0.5714285714285714,0
Biota,0.008429926238145416,0.08630411058566752,0.014460807538013576,1.3627806184168982e-07,0.42857142857142855,2
Boquiñeni,0.011591148577449946,0.08863360418417858,0.07413246108793689,3.5126365123581296e-07,0.4909090909090909,2
Brea de Aragón,0.0073761854583772385,0.09165539887966004,0.05198083468202444,3.425185727933994e-08,0.5714285714285714,0
Bujaraloz,0.009483667017913592,0.08022656183954688,0.027320071019912465,0.00013958595331109574,0.3888888888888889,2
María de Huerva,0.01053740779768177,0.08710417622762735,0.03945631914053335,1.4313835560066185e-06,0.4444444444444444,2
Calatayud,0.006322444678609061,0.09134661661372606,0.032955047107708385,2.3067164302005855e-08,0.6,0
Caspe,0.011591148577449946,0.08234273318872018,0.02610899551588979,0.00012619905542236506,0.4909090909090909,2
Daroca,0.005268703898840885,0.08989296201572416,0.04212227966195463,1.7809079359114183e-08,0.4,2
Ejea de los Caballeros,0.0073761854583772385,0.08625704417378659,0.003329972285239434,1.0923049810919515e-07,0.6190476190476191,0
Lumpiaque,0.009483667017913592,0.08917496711144522,0.013659874765966579,1.265464651655037e-07,0.6111111111111112,0
Sástago,0.009483667017913592,0.08345791926831413,0.010508474849838313,1.862353714970333e-05,0.5833333333333334,0
Fabara,0.01053740779768177,0.0791228947807237,0.010799741922469984,0.0004316063036886713,0.4666666666666667,2
Fuentes de Ebro,0.008429926238145416,0.0832894505880288,0.01471984987032481,8.831674667116194e-06,0.5714285714285714,0
Quinto,0.008429926238145416,0.08332601633154799,0.027494745763368907,1.3968456253397102e-05,0.6071428571428571,0
San Mateo de Gállego,0.008429926238145416,0.08384132873928793,0.06678499413663067,4.303726888220412e-06,0.42857142857142855,2
Mallén,0.0136986301369863,0.09063992359121299,0.0310588370573543,1.2975695341673148e-07,0.47435897435897434,2
Cascante,0.011591148577449946,0.08791106993978694,0.06374479477211839,2.1959116088751802e-07,0.6545454545454545,1
Allande,0.009483667017913592,0.06929030373831775,0.028824075705929323,1.1143068802486604e-11,0.4166666666666667,2
Aller,0.01053740779768177,0.07623714652956298,0.006940962140903446,1.4830367982222004e-10,0.6,0
Castrillón,0.009483667017913592,0.07017673593137617,0.002524629412210464,9.082828358646395e-11,0.8055555555555556,1
Belmonte de Miranda,0.009483667017913592,0.06888292081004573,0.00040336740148064936,3.8075010605566617e-11,0.6944444444444444,1
San Martín del Rey Aurelio,0.012644889357218123,0.07457174288857457,0.022879282009508072,5.093862187247042e-10,0.5909090909090909,0
Coaña,0.008429926238145416,0.06530415634461877,0.007066934002165313,3.8986742571593076e-12,0.5714285714285714,0
Llanes,0.006322444678609061,0.07573822825219473,0.012174004133232283,4.218318436896359e-08,0.7333333333333333,1
Cabranes,0.0073761854583772385,0.07426246185147507,0.001879898852326355,4.805839398594813e-10,0.7142857142857143,1
Regueras (Las),0.011591148577449946,0.07316321023822372,0.002974963110123683,1.0384492052242226e-10,0.7454545454545455,1
Cangas de Onís,0.006322444678609061,0.07579266831722706,0.05426435289801959,6.791563923212466e-09,0.4666666666666667,2
Carreño,0.008429926238145416,0.06977941176470588,3.7030822410406843e-06,1.1197950459553828e-10,0.8214285714285714,1
Caso,0.008429926238145416,0.07758973101136457,0.004954113924408974,5.006930659453695e-10,0.5714285714285714,0
Castropol,0.01053740779768177,0.06529516994633273,0.012075955485515976,2.104483445987315e-12,0.5555555555555556,0
Muros de Nalón,0.01053740779768177,0.07028067836777012,0.00457759297073615,6.98879341206973e-11,0.7111111111111111,1
Palacios del Sil,0.006322444678609061,0.07211246200607903,0.018481940717155726,6.1042873379494544e-12,0.4666666666666667,2
Grandas de Salime,0.01053740779768177,0.06552962298025135,0.015265658198044553,3.984766996022936e-12,0.5111111111111111,0
Ibias,0.009483667017913592,0.06809701492537314,0.023226268523778258,2.2046130539108372e-12,0.4722222222222222,2
Riosa,0.0136986301369863,0.07324791602346403,0.00938120402687666,1.3627819677896533e-10,0.6153846153846154,0
Ribera de Arriba,0.012644889357218123,0.07316885119506554,0.004385440298425946,1.2900865538118616e-10,0.6818181818181818,1
Siero,0.012644889357218123,0.07452489398460814,0.026786052451894315,5.068266758494481e-10,0.6212121212121212,0
Peñamellera Baja,0.008429926238145416,0.07593214914386302,0.04232353438400285,7.873298380027865e-08,0.6428571428571429,0
Teverga,0.012644889357218123,0.07345201238390092,0.04820917359094354,1.0035476244374474e-10,0.5,2
Tineo,0.011591148577449946,0.06917918063857705,0.02104462950080149,3.8505540933816506e-11,0.5272727272727272,0
Valdés,0.006322444678609061,0.06634971684262043,0.002335946170754372,9.065032443606234e-12,0.6,0
Reocín,0.0136986301369863,0.08027406530197936,0.022011340477508627,3.809985901324224e-07,0.6794871794871795,1
Limpias,0.01685985247629083,0.07997640316871735,0.005441139662037082,2.8992478482731987e-06,0.6083333333333333,0
Molledo,0.014752370916754477,0.0831071021980909,0.009530172980621322,4.181548193472992e-07,0.5714285714285714,0
Argoños,0.0136986301369863,0.07905039566847147,0.0008869687113171954,1.6983593129751646e-06,0.6666666666666666,1
Meruelo,0.012644889357218123,0.07978142076502732,0.013521422106245686,1.2217048802313662e-06,0.7272727272727273,1
Astillero (El),0.0136986301369863,0.0797411982186371,0.005023739590322723,8.156305856707477e-07,0.717948717948718,1
Cabezón de la Sal,0.0136986301369863,0.08017911456573167,0.013056985089076463,2.697565305775823e-07,0.6410256410256411,0
Rionansa,0.012644889357218123,0.08024691358024691,0.007250789091225023,1.8303082479743866e-07,0.6060606060606061,0
Potes,0.008429926238145416,0.0784297520661157,0.0024951854163932597,5.4474528881816876e-08,0.5357142857142857,0
Campoo de Enmedio,0.012644889357218123,0.0830561876422195,0.008432907383026217,2.0677318273498967e-07,0.4696969696969697,2
Villafufre,0.01791359325605901,0.0831726555652936,0.01940647802045809,8.889672859615921e-07,0.5588235294117647,0
Castro-Urdiales,0.01685985247629083,0.07995618838992333,0.004000392510392924,3.7803056355638968e-06,0.65,1
San Vicente de la Barquera,0.01053740779768177,0.0785726113594966,0.005974474823370994,1.7064376029006774e-07,0.7111111111111111,1
Corrales de Buelna (Los),0.012644889357218123,0.08014525800185796,0.008662310813718703,3.170281395345404e-07,0.7272727272727273,1
Entrambasaguas,0.0136986301369863,0.07969432314410481,0.004771671296031674,9.994486192995447e-07,0.7051282051282052,1
Miengo,0.012644889357218123,0.07797863599013968,0.00022586057658574324,4.5497790891445407e-07,0.7272727272727273,1
Ramales de la Victoria,0.01685985247629083,0.0819799585348998,0.004406624568418789,2.6296311602342433e-06,0.5833333333333334,0
Selaya,0.015806111696522653,0.08315807921486155,0.010031598544354708,8.704483258039451e-07,0.6095238095238096,0
Valderredible,0.009483667017913592,0.08664292887793298,0.026057606173992852,2.440563967392839e-07,0.3888888888888889,2
Albacete,0.009483667017913592,0.09550166046090369,0.021589129891203075,1.4015038925589e-08,0.5555555555555556,0
Casas-Ibáñez,0.009483667017913592,0.09436213582579298,0.026371426173058377,1.7662505937301643e-07,0.4722222222222222,2
Alcaraz,0.009483667017913592,0.09763374485596708,0.013417909947965833,1.0087706746335521e-08,0.5277777777777778,0
Almansa,0.011591148577449946,0.0887330528284245,0.008707276385921387,8.222487225622059e-07,0.5636363636363636,0
Bonete,0.011591148577449946,0.09258536585365854,0.047437941121308565,3.8408722592035576e-07,0.38181818181818183,2
San Pedro,0.011591148577449946,0.09836235489220564,0.028172031358967595,1.1806355432052604e-08,0.43636363636363634,2
Barrax,0.009483667017913592,0.09741326216382673,0.007109492071142584,1.9832174594212354e-08,0.5277777777777778,0
Molinicos,0.008429926238145416,0.09412814917675065,0.01952883416723689,4.064050878849564e-09,0.5357142857142857,0
Bonillo (El),0.009483667017913592,0.10072171513479092,0.026015164600353295,4.9475727903686436e-08,0.4722222222222222,2
Valdeganga,0.008429926238145416,0.09349753694581281,0.006762600425312258,4.4285728735341525e-08,0.5,2
Caudete,0.015806111696522653,0.08723228237889512,0.006717038889425061,1.0532099815435966e-06,0.5619047619047619,0
Cenizate,0.01053740779768177,0.09578118691966088,0.060688348046664876,4.507516322038121e-08,0.4666666666666667,2
Pozo Cañada,0.009483667017913592,0.09472948692353764,0.012484975394961966,3.849540030427858e-08,0.5,2
Letur,0.008429926238145416,0.09189503243923695,0.025609501036332864,8.62036521644207e-09,0.4642857142857143,2
Ontur,0.008429926238145416,0.09134661661372606,0.016654694763981546,1.245837283971723e-07,0.5,2
Gineta (La),0.011591148577449946,0.09895724713242962,0.03455982211990792,2.417470905586918e-08,0.4909090909090909,2
Tobarra,0.008429926238145416,0.09205548549810845,0.027339402580931146,4.692350899607928e-08,0.5357142857142857,0
Lezuza,0.009483667017913592,0.09869994799791992,0.03125369040262102,1.9293321197667178e-08,0.4722222222222222,2
Liétor,0.009483667017913592,0.09396969997029408,0.02639247125573772,1.6927147644578117e-08,0.5,2
Tarazona de la Mancha,0.01053740779768177,0.09728344438749359,0.03878356440929611,3.4034342271130524e-08,0.5111111111111111,0
Casas de Fernando Alonso,0.011591148577449946,0.10074309978768578,0.06400453694044167,1.5171740137714148e-07,0.38181818181818183,2
Nerpio,0.0073761854583772385,0.09084817154891825,0.030891837645645848,2.0824779047847367e-09,0.42857142857142855,2
Ossa de Montiel,0.009483667017913592,0.09997892962494732,0.012898032006833739,7.359712019628372e-08,0.5,2
Pozohondo,0.01053740779768177,0.09510924032872319,0.0144089122469277,1.728205066784881e-08,0.4666666666666667,2
Riópar,0.009483667017913592,0.09453132782149616,0.01671894604414642,4.498212928084531e-09,0.4444444444444444,2
Casas de Benítez,0.009483667017913592,0.0970843989769821,0.014149809195059839,5.285480079144979e-08,0.4722222222222222,2
Provencio (El),0.006322444678609061,0.09861789462745506,0.005320218610009966,3.0472893788595163e-07,0.7333333333333333,1
Abenójar,0.006322444678609061,0.0944654588891101,0.0030506817831985463,4.8612152084277126e-08,0.7333333333333333,1
Agudo,0.0073761854583772385,0.08926723732480482,0.0016540594820056394,2.6476316594397413e-09,0.7619047619047619,1
Montiel,0.011591148577449946,0.09655102248448469,0.009560535789484752,1.4493322804818358e-08,0.4909090909090909,2
Campo de Criptana,0.01053740779768177,0.10334313405205271,0.01854750558633914,2.890350052067532e-06,0.5333333333333333,0
Piedrabuena,0.008429926238145416,0.09639410868461148,0.01491619361707247,7.696068743141488e-08,0.6071428571428571,0
Calzada de Calatrava,0.0073761854583772385,0.09528112449799196,0.005596476314071584,2.2719964904183335e-08,0.5238095238095238,0
Carrizosa,0.01053740779768177,0.10029592052420207,0.015875522424817066,4.2868295670395345e-08,0.5555555555555556,0
Chillón,0.01053740779768177,0.09097009202453987,0.05817843562334887,2.614460210643488e-09,0.4666666666666667,2
Bolaños de Calatrava,0.01053740779768177,0.09827068447758103,0.045479037352061595,9.423298667516236e-08,0.4444444444444444,2
Almodóvar del Campo,0.006322444678609061,0.09386745796241346,0.012275637081644237,1.841123188490516e-08,0.5333333333333333,0
Arenas de San Juan,0.009483667017913592,0.10282804204139126,0.04764963173422744,8.573760547888804e-07,0.4166666666666667,2
Argamasilla de Alba,0.008429926238145416,0.10288378143972246,0.03307163415209718,5.03991005372695e-07,0.35714285714285715,2
Torralba de Calatrava,0.008429926238145416,0.09727347273472735,0.00662301313466899,9.480805857690436e-08,0.6071428571428571,0
Torrenueva,0.01053740779768177,0.09627675763416861,0.012563689847606259,1.7401035342021593e-08,0.4222222222222222,2
Miguelturra,0.01053740779768177,0.09843377243024583,0.014737555866817131,1.2331145664579065e-07,0.5555555555555556,0
Corral de Calatrava,0.009483667017913592,0.09676761496889977,0.003913827729910211,8.086151224000858e-08,0.6111111111111112,0
Cózar,0.009483667017913592,0.09675774877650897,0.003782352632082596,1.5606589943757575e-08,0.6111111111111112,0
Malagón,0.008429926238145416,0.10155163188871054,0.029321400514265964,4.777571519941778e-07,0.5714285714285714,0
Fuencaliente,0.004214963119072708,0.0895790069850859,0.010920971706068983,9.807187691891593e-10,0.5,2
Villafranca de los Caballeros,0.009483667017913592,0.10610465116279069,0.03926654718175397,4.939441165323286e-06,0.5833333333333334,0
Membrilla,0.008429926238145416,0.09885416666666667,0.008277653551767178,8.684099703287154e-08,0.5,2
Mota del Cuervo,0.01053740779768177,0.10261678200692041,0.011019057085224186,3.2888269976573367e-06,0.5333333333333333,0
Puebla de Don Rodrigo,0.0073761854583772385,0.09372839506172839,0.05950975649474901,3.816732860067339e-08,0.42857142857142855,2
San Pablo de los Montes,0.009483667017913592,0.10004216740459625,0.044104823172997916,1.0586593251881758e-05,0.6388888888888888,0
Robledo (El),0.0073761854583772385,0.09845419649341218,0.050808210383495894,5.955123612633892e-07,0.5238095238095238,0
San Carlos del Valle,0.008429926238145416,0.09838274932614555,0.01067839272391422,4.080587525180187e-08,0.6071428571428571,0
Socuéllamos,0.01053740779768177,0.10318582146352072,0.04336967094440082,7.439457203884976e-07,0.37777777777777777,2
Villamanrique,0.01053740779768177,0.09701492537313433,0.019191416392226046,7.874674380231637e-09,0.5111111111111111,0
Villanueva de la Fuente,0.011591148577449946,0.09825033647375504,0.03396648770145273,1.2698892795956917e-08,0.4909090909090909,2
Viso del Marqués,0.006322444678609061,0.09493797519007603,0.04143211556790124,7.13268575840772e-09,0.4666666666666667,2
Alberca de Záncara (La),0.008429926238145416,0.09933012350847813,0.007271301767259388,3.3037102601572837e-07,0.5,2
Villar de Olalla,0.0031612223393045306,0.09702484408547184,0.0030435630338190483,4.2699227819225037e-07,0.6666666666666666,1
Barajas de Melo,0.011591148577449946,0.10262787931220936,0.0023586873616778118,2.469736500166809e-05,0.6181818181818182,0
Pedernoso (El),0.008429926238145416,0.10245060995357876,0.04866652108342264,1.2815077270599802e-06,0.6071428571428571,0
Motilla del Palancar,0.006322444678609061,0.09672816226684335,0.011864902092364692,2.2973158465444407e-08,0.6,0
Horcajo de Santiago,0.011591148577449946,0.10282804204139126,0.005181001533058106,1.6022976261015917e-05,0.509090909090909,0
Valverde de Júcar,0.006322444678609061,0.09699509403107114,0.006534356969620995,7.447023979027859e-08,0.4666666666666667,2
Huete,0.008429926238145416,0.10020061239573434,0.009968908193494214,7.679216170271918e-06,0.42857142857142855,2
