red,protocolo,p,S,S_std,C_median,C_median_std,C_mean,C_ci_low,C_ci_high
adif,random,0.14,0.6226735395189004,0.14008449320954375,,,,,
adif,random,0.15,0.578254295532646,0.1457155062925877,5.136763635455365e-07,2.43011527422325e-06,0.00016401815631345089,2.6727092516779183e-07,8.026869763457275e-07
adif,random,0.16,0.5379518900343643,0.14720260345612096,,,,,
adif,random,0.17,0.5050927835051546,0.14459478539847562,,,,,
adif,random,0.18,0.4687628865979382,0.13912460577577007,,,,,
adif,random,0.19,0.4254020618556701,0.13948009278639015,,,,,
adif,random,0.2,0.3896426116838487,0.13119769989150076,0.0,0.0,0.00012545787128789122,0.0,0.0
adif,random,0.21,0.3580549828178694,0.12509363123335546,,,,,
adif,random,0.22,0.3263436426116838,0.11872863890665201,,,,,
adif,random,0.23,0.2951958762886598,0.10963233401979536,,,,,
adif,random,0.24,0.27545704467353954,0.10254315317412714,,,,,
adif,random,0.25,0.2518006872852233,0.09478710572125883,0.0,0.0,9.53756451808514e-05,0.0,0.0
adif,random,0.26,0.2310171821305842,0.08934780094870923,,,,,
adif,random,0.27,0.2100549828178694,0.07937942931944811,,,,,
adif,random,0.28,0.1920274914089347,0.07133848464111442,,,,,
adif,random,0.29,0.17443298969072166,0.06103348188210239,,,,,
adif,random,0.3,0.15936082474226804,0.057935058801795655,0.0,0.0,7.041616056296177e-05,0.0,0.0
adif,random,0.31,0.14878350515463917,0.05540784861269641,,,,,
adif,random,0.32,0.13661168384879724,0.05288157189821421,,,,,
adif,random,0.33,0.12602061855670102,0.04862041624126471,,,,,
adif,random,0.34,0.11832989690721651,0.04592331193666948,,,,,
adif,random,0.35,0.10971821305841924,0.04353565593649374,0.0,0.0,5.21252798397961e-05,0.0,0.0
adif,random,0.36,0.10184192439862544,0.03944411031416685,,,,,
adif,random,0.37,0.09684536082474227,0.037141785633620916,,,,,
adif,random,0.38,0.08938831615120274,0.033130401517070064,,,,,
adif,random,0.39,0.08400687285223367,0.031139535859482655,,,,,
adif,random,0.4,0.07860481099656356,0.02860075420684751,0.0,0.0,3.851114804332249e-05,0.0,0.0
adif,random,0.41,0.07303092783505155,0.025692817618438363,,,,,
adif,random,0.42,0.06948453608247424,0.02381391231337495,,,,,
adif,random,0.43,0.06589003436426116,0.022625499492570183,,,,,
adif,random,0.44,0.06270790378006873,0.021790978194463396,,,,,
adif,random,0.45,0.05909278350515464,0.02111744216070968,0.0,0.0,2.788802488560495e-05,0.0,0.0
adif,random,0.46,0.05568384879725085,0.02000814184602378,,,,,
adif,random,0.47,0.05210996563573883,0.01791940667948401,,,,,
adif,random,0.48,0.04960137457044673,0.016754839568815575,,,,,
adif,random,0.49,0.04718900343642612,0.016440695768975368,,,,,
adif,random,0.5,0.044865979381443294,0.015836841250523256,0.0,0.0,1.94897328025351e-05,0.0,0.0
