red,protocolo,p,S,S_std,C_median,C_median_std,C_mean,C_ci_low,C_ci_high
cyl,betweenness_adaptive,0.46,0.05,,0.0,,4.46134408011441e-05,,
cyl,betweenness_adaptive,0.47,0.04,,0.0,,4.46134408011441e-05,,
cyl,betweenness_adaptive,0.48,0.04,,0.0,,4.46134408011441e-05,,
cyl,betweenness_adaptive,0.49,0.04,,0.0,,4.46134408011441e-05,,
cyl,betweenness_adaptive,0.5,0.04,,0.0,,4.46134408011441e-05,,
cyl,random,0.0,1.0,0.0,0.0041616952986602,0.0,0.004146153424158901,0.0041616952986602,0.0041616952986602
cyl,random,0.01,0.9892333333333333,0.004734154858284867,,,,,
cyl,random,0.02,0.9768666666666669,0.011867977455695167,,,,,
cyl,random,0.03,0.9656666666666665,0.013780017739062917,,,,,
cyl,random,0.04,0.9540666666666666,0.016210970222523862,,,,,
cyl,random,0.05,0.9435333333333333,0.01703473575439965,0.0039489013777551695,0.0001706038824129406,0.0035668518197023583,0.003930326066359201,0.003967789351490925
cyl,random,0.06,0.9313333333333332,0.021989896669960842,,,,,
cyl,random,0.07,0.9202,0.022434200082314816,,,,,
cyl,random,0.08,0.9085333333333333,0.023463067905871906,,,,,
cyl,random,0.09,0.8956333333333335,0.02746996339438569,,,,,
cyl,random,0.1,0.8847333333333336,0.02763323281043237,0.003641048495623444,0.0003599082545909274,0.0030289333106738037,0.003598674637601848,0.003678816066403148
cyl,random,0.11,0.8717666666666666,0.02943714584594702,,,,,
cyl,random,0.12,0.8597666666666665,0.030685700614817676,,,,,
cyl,random,0.13,0.8471000000000001,0.03298368283459767,,,,,
cyl,random,0.14,0.8324666666666666,0.03831338611445815,,,,,
cyl,random,0.15,0.8180999999999999,0.04747690666699617,0.0031803689083556466,0.0005972421701416097,0.0024997865930102923,0.003113860942320162,0.0032440720076543014
cyl,random,0.16,0.8030333333333333,0.0516571926797765,,,,,
cyl,random,0.17,0.7909333333333334,0.052145267176311294,,,,,
cyl,random,0.18,0.7783666666666667,0.05350699850383022,,,,,
cyl,random,0.19,0.7639666666666667,0.055957712208019705,,,,,
cyl,random,0.2,0.7504666666666667,0.0582733405788807,0.00248687066325458,0.0010766946670590493,0.0020387082180406955,0.0023584815550172417,0.0026050902495380604
cyl,random,0.21,0.7334666666666666,0.06441518109541847,,,,,
cyl,random,0.22,0.7172333333333333,0.06715662455947458,,,,,
cyl,random,0.23,0.7003,0.06984442234948567,,,,,
cyl,random,0.24,0.6834,0.07404800244886195,,,,,
cyl,random,0.25,0.6706666666666666,0.07489696626403206,0.0009513723544847634,0.001266213790832855,0.0015975040988978318,0.0008049563289099825,0.001096699553099164
cyl,random,0.26,0.6534,0.07733761482400829,,,,,
cyl,random,0.27,0.6385333333333333,0.07978209211484882,,,,,
cyl,random,0.28,0.6176333333333333,0.08329104927234912,,,,,
cyl,random,0.29,0.6004666666666667,0.08846721928990924,,,,,
cyl,random,0.3,0.5860333333333333,0.08920724310403401,1.6807905153741002e-05,0.00020525634468265865,0.0012168577723038355,0.0,4.2267490421412004e-05
cyl,random,0.31,0.5676,0.09616777006877097,,,,,
cyl,random,0.32,0.5479,0.09722100253203181,,,,,
cyl,random,0.33,0.5286333333333334,0.10093132428647819,,,,,
cyl,random,0.34,0.5088333333333334,0.10460228911878024,,,,,
